model_id,downloads,tasks,parameters,tags,created_at,license,datasets,model_name,metrics,base_model,languages
nvidia/segformer-b2-finetuned-ade-512-512,45884,image-segmentation,,"['transformers', 'pytorch', 'tf', 'segformer', 'vision', 'image-segmentation', 'dataset:scene_parse_150', 'arxiv:2105.15203', 'license:other', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,other,['scene_parse_150'],,,,
ZhengPeng7/BiRefNet_lite,33987,image-segmentation,44362660.0,"['birefnet', 'safetensors', 'background-removal', 'mask-generation', 'Dichotomous Image Segmentation', 'Camouflaged Object Detection', 'Salient Object Detection', 'pytorch_model_hub_mixin', 'model_hub_mixin', 'image-segmentation', 'custom_code', 'arxiv:2401.03407', 'endpoints_compatible', 'region:us']",2024-08-02 03:51:45+00:00,,,,,,
facebook/mask2former-swin-large-coco-instance,30775,image-segmentation,216019734.0,"['transformers', 'pytorch', 'safetensors', 'mask2former', 'vision', 'image-segmentation', 'dataset:coco', 'arxiv:2112.01527', 'arxiv:2107.06278', 'license:other', 'endpoints_compatible', 'region:us']",2023-01-02 12:10:40+00:00,other,['coco'],,,,
ZhengPeng7/BiRefNet_HR,29031,image-segmentation,220700242.0,"['birefnet', 'safetensors', 'background-removal', 'mask-generation', 'Dichotomous Image Segmentation', 'Camouflaged Object Detection', 'Salient Object Detection', 'pytorch_model_hub_mixin', 'model_hub_mixin', 'image-segmentation', 'custom_code', 'arxiv:2401.03407', 'license:mit', 'endpoints_compatible', 'region:us']",2025-02-01 17:52:14+00:00,mit,,,,,
facebook/mask2former-swin-large-coco-panoptic,28925,image-segmentation,,"['transformers', 'pytorch', 'mask2former', 'vision', 'image-segmentation', 'dataset:coco', 'arxiv:2112.01527', 'arxiv:2107.06278', 'license:other', 'endpoints_compatible', 'region:us']",2023-01-02 16:24:12+00:00,other,['coco'],,,,
nvidia/segformer-b5-finetuned-ade-640-640,26772,image-segmentation,,"['transformers', 'pytorch', 'tf', 'segformer', 'vision', 'image-segmentation', 'dataset:scene_parse_150', 'arxiv:2105.15203', 'license:other', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,other,['scene_parse_150'],,,,
facebook/mask2former-swin-large-mapillary-vistas-panoptic,19715,image-segmentation,216015864.0,"['transformers', 'pytorch', 'safetensors', 'mask2former', 'vision', 'image-segmentation', 'dataset:coco', 'arxiv:2112.01527', 'arxiv:2107.06278', 'license:other', 'endpoints_compatible', 'region:us']",2023-01-05 00:48:59+00:00,other,['coco'],,,,
nvidia/segformer-b4-finetuned-ade-512-512,19451,image-segmentation,,"['transformers', 'pytorch', 'tf', 'segformer', 'vision', 'image-segmentation', 'dataset:scene_parse_150', 'arxiv:2105.15203', 'license:other', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,other,['scene_parse_150'],,,,
shi-labs/oneformer_ade20k_dinat_large,19302,image-segmentation,,"['transformers', 'pytorch', 'oneformer', 'vision', 'image-segmentation', 'dataset:scene_parse_150', 'arxiv:2211.06220', 'license:mit', 'endpoints_compatible', 'region:us']",2022-11-15 20:25:34+00:00,mit,['scene_parse_150'],,,,
ZhengPeng7/BiRefNet-portrait,18820,image-segmentation,220700242.0,"['birefnet', 'safetensors', 'background-removal', 'mask-generation', 'Image Matting', 'pytorch_model_hub_mixin', 'model_hub_mixin', 'image-segmentation', 'custom_code', 'arxiv:2401.03407', 'endpoints_compatible', 'region:us']",2024-05-13 16:27:16+00:00,,,,,,
stabilityai/stable-diffusion-xl-refiner-1.0,1598123,image-to-image,,"['diffusers', 'safetensors', 'stable-diffusion', 'image-to-image', 'arxiv:2307.01952', 'arxiv:2211.01324', 'arxiv:2108.01073', 'arxiv:2112.10752', 'license:openrail++', 'diffusers:StableDiffusionXLImg2ImgPipeline', 'region:us']",2023-07-26 07:38:01+00:00,openrail++,,,,,
lllyasviel/sd-controlnet-canny,350324,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-02-24 06:55:23+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
timbrooks/instruct-pix2pix,162115,image-to-image,,"['diffusers', 'safetensors', 'image-to-image', 'license:mit', 'diffusers:StableDiffusionInstructPix2PixPipeline', 'region:us']",2023-01-20 04:27:06+00:00,mit,,,,,
lllyasviel/sd-controlnet-depth,141308,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-02-24 06:59:59+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
lllyasviel/sd-controlnet-seg,97390,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-02-24 07:13:29+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
DionTimmer/controlnet_qrcode-control_v1p_sd15,65848,image-to-image,,"['diffusers', 'safetensors', 'stable-diffusion', 'controlnet', 'image-to-image', 'en', 'license:openrail++', 'region:us']",2023-06-15 21:50:00+00:00,openrail++,,,,,['en']
caidas/swin2SR-realworld-sr-x4-64-bsrgan-psnr,58903,image-to-image,,"['transformers', 'pytorch', 'swin2sr', 'image-to-image', 'vision', 'arxiv:2209.11345', 'license:apache-2.0', 'region:us']",2022-12-16 14:13:44+00:00,apache-2.0,,,,,
lllyasviel/control_v11p_sd15_inpaint,33465,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:25:42+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
lllyasviel/control_v11p_sd15_openpose,18907,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:25:32+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
Yuanshi/OminiControl,18299,image-to-image,,"['diffusion-single-file', 'image-to-image', 'arxiv:2411.15098', 'region:us']",2024-10-10 04:24:49+00:00,,,,,,
mit-han-lab/svdq-int4-flux.1-fill-dev,18279,image-to-image,,"['diffusers', 'image-to-image', 'SVDQuant', 'INT4', 'FLUX.1', 'Diffusion', 'Quantization', 'inpainting', 'image-generation', 'text-to-image', 'ICLR2025', 'FLUX.1-Fill-dev', 'en', 'dataset:mit-han-lab/svdquant-datasets', 'arxiv:2411.05007', 'base_model:black-forest-labs/FLUX.1-Fill-dev', 'base_model:quantized:black-forest-labs/FLUX.1-Fill-dev', 'license:other', 'region:us']",2025-02-04 04:42:19+00:00,other,['mit-han-lab/svdquant-datasets'],,,['black-forest-labs/FLUX.1-Fill-dev'],['en']
XLabs-AI/flux-ip-adapter-v2,18213,image-to-image,,"['diffusers', 'image-to-image', 'en', 'dataset:CaptionEmporium/coyo-hd-11m-llavanext', 'dataset:CortexLM/midjourney-v6', 'base_model:black-forest-labs/FLUX.1-dev', 'base_model:finetune:black-forest-labs/FLUX.1-dev', 'license:apache-2.0', 'region:us']",2024-10-23 10:43:22+00:00,apache-2.0,"['CaptionEmporium/coyo-hd-11m-llavanext', 'CortexLM/midjourney-v6']",,,['black-forest-labs/FLUX.1-dev'],['en']
lambdalabs/sd-image-variations-diffusers,14962,image-to-image,,"['diffusers', 'stable-diffusion', 'stable-diffusion-diffusers', 'image-to-image', 'dataset:ChristophSchuhmann/improved_aesthetics_6plus', 'license:creativeml-openrail-m', 'diffusers:StableDiffusionImageVariationPipeline', 'region:us']",2022-09-09 14:53:35+00:00,creativeml-openrail-m,['ChristophSchuhmann/improved_aesthetics_6plus'],,,,
alimama-creative/FLUX.1-dev-Controlnet-Inpainting-Beta,14681,image-to-image,,"['diffusers', 'safetensors', 'ComfyUI', 'Inpainting', 'image-to-image', 'en', 'base_model:black-forest-labs/FLUX.1-dev', 'base_model:finetune:black-forest-labs/FLUX.1-dev', 'license:other', 'region:us']",2024-10-08 10:53:43+00:00,other,,,,['black-forest-labs/FLUX.1-dev'],['en']
lllyasviel/control_v11p_sd15_canny,14564,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:24:43+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
dreamlike-art/dreamlike-anime-1.0,14218,text-to-image,,"['diffusers', 'safetensors', 'stable-diffusion', 'stable-diffusion-diffusers', 'text-to-image', 'image-to-image', 'anime', 'en', 'license:other', 'autotrain_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",2023-01-08 03:47:50+00:00,other,,,,,['en']
jasperai/Flux.1-dev-Controlnet-Upscaler,13867,image-to-image,,"['diffusers', 'safetensors', 'ControlNet', 'super-resolution', 'upscaler', 'image-to-image', 'base_model:black-forest-labs/FLUX.1-dev', 'base_model:finetune:black-forest-labs/FLUX.1-dev', 'license:other', 'region:us']",2024-09-23 13:23:33+00:00,other,,,,['black-forest-labs/FLUX.1-dev'],
lllyasviel/control_v11f1e_sd15_tile,12892,image-to-image,,"['diffusers', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-05-04 18:42:24+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
lllyasviel/control_v11p_sd15_softedge,12438,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:24:54+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
lllyasviel/control_v11f1p_sd15_depth,12372,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-16 14:13:02+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
caidas/swin2SR-classical-sr-x2-64,10953,image-to-image,12091571.0,"['transformers', 'pytorch', 'safetensors', 'swin2sr', 'image-to-image', 'vision', 'arxiv:2209.11345', 'license:apache-2.0', 'region:us']",2022-12-16 14:05:18+00:00,apache-2.0,,,,,
lllyasviel/control_v11p_sd15_lineart,10721,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:25:13+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
lllyasviel/control_v11p_sd15_mlsd,10632,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:24:23+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
lllyasviel/sd-controlnet-openpose,10587,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-02-24 07:09:43+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
Stable-X/yoso-delight-v0-4-base,10031,image-to-image,,"['diffusers', 'image-to-image', 'license:apache-2.0', 'diffusers:YOSODiffusePipeline', 'region:us']",2024-08-24 08:02:12+00:00,apache-2.0,,,,,
Shitao/OmniGen-v1,10028,text-to-image,3875318800.0,"['diffusers', 'safetensors', 'phi3', 'image-to-image', 'text-to-image', 'arxiv:2409.11340', 'license:mit', 'region:us']",2024-10-21 05:40:19+00:00,mit,,,,,
TencentARC/t2i-adapter-sketch-sdxl-1.0,8855,image-to-image,,"['diffusers', 'safetensors', 'art', 't2i-adapter', 'image-to-image', 'stable-diffusion-xl-diffusers', 'stable-diffusion-xl', 'arxiv:2302.08453', 'base_model:stabilityai/stable-diffusion-xl-base-1.0', 'base_model:finetune:stabilityai/stable-diffusion-xl-base-1.0', 'license:apache-2.0', 'region:us']",2023-09-03 14:55:43+00:00,apache-2.0,,,,stabilityai/stable-diffusion-xl-base-1.0,
lllyasviel/control_v11p_sd15_normalbae,8789,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:24:11+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
Fediory/HVI-CIDNet-LOLv1-wperc,8073,image-to-image,1975569.0,"['pytorch', 'safetensors', 'image-to-image', 'arxiv:2502.20272', 'license:mit', 'region:us']",2025-03-08 22:33:12+00:00,mit,,,,,
lllyasviel/control_v11p_sd15_scribble,7646,image-to-image,,"['diffusers', 'safetensors', 'art', 'controlnet', 'stable-diffusion', 'controlnet-v1-1', 'image-to-image', 'arxiv:2302.05543', 'base_model:runwayml/stable-diffusion-v1-5', 'base_model:adapter:runwayml/stable-diffusion-v1-5', 'license:openrail', 'region:us']",2023-04-14 19:26:12+00:00,openrail,,,,runwayml/stable-diffusion-v1-5,
Salesforce/blip-image-captioning-base,5375476,image-to-text,,"['transformers', 'pytorch', 'tf', 'blip', 'image-text-to-text', 'image-captioning', 'image-to-text', 'arxiv:2201.12086', 'license:bsd-3-clause', 'endpoints_compatible', 'region:us']",2022-12-12 15:19:02+00:00,bsd-3-clause,,,,,
Qwen/Qwen2.5-VL-7B-Instruct,3186856,image-text-to-text,8292166656.0,"['transformers', 'safetensors', 'qwen2_5_vl', 'image-text-to-text', 'multimodal', 'conversational', 'en', 'arxiv:2309.00071', 'arxiv:2409.12191', 'arxiv:2308.12966', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2025-01-26 09:26:37+00:00,apache-2.0,,,,,['en']
microsoft/Florence-2-large,2944818,image-text-to-text,,"['transformers', 'pytorch', 'florence2', 'text-generation', 'vision', 'image-text-to-text', 'custom_code', 'arxiv:2311.06242', 'license:mit', 'autotrain_compatible', 'region:us']",2024-06-15 00:34:55+00:00,mit,,,,,
Salesforce/blip-image-captioning-large,1891505,image-to-text,469733436.0,"['transformers', 'pytorch', 'tf', 'safetensors', 'blip', 'image-text-to-text', 'image-captioning', 'image-to-text', 'arxiv:2201.12086', 'license:bsd-3-clause', 'endpoints_compatible', 'region:us']",2022-12-13 11:27:40+00:00,bsd-3-clause,,,,,
nlpconnect/vit-gpt2-image-captioning,1814224,image-to-text,,"['transformers', 'pytorch', 'vision-encoder-decoder', 'image-text-to-text', 'image-to-text', 'image-captioning', 'doi:10.57967/hf/0222', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,apache-2.0,,,,,
meta-llama/Llama-3.2-11B-Vision-Instruct,1427475,image-text-to-text,10670220835.0,"['transformers', 'safetensors', 'mllama', 'image-text-to-text', 'facebook', 'meta', 'pytorch', 'llama', 'llama-3', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'arxiv:2204.05149', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-09-18 16:47:28+00:00,llama3.2,,,,,"['en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th']"
Qwen/Qwen2.5-VL-3B-Instruct,1217869,image-text-to-text,3754622976.0,"['transformers', 'safetensors', 'qwen2_5_vl', 'image-text-to-text', 'multimodal', 'conversational', 'en', 'arxiv:2309.00071', 'arxiv:2409.12191', 'arxiv:2308.12966', 'base_model:Qwen/Qwen2.5-VL-3B-Instruct', 'base_model:finetune:Qwen/Qwen2.5-VL-3B-Instruct', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2025-01-26 09:25:35+00:00,,,,,['Qwen/Qwen2.5-VL-3B-Instruct'],['en']
Qwen/Qwen2-VL-7B-Instruct,1143874,image-text-to-text,8291375616.0,"['transformers', 'safetensors', 'qwen2_vl', 'image-text-to-text', 'multimodal', 'conversational', 'en', 'arxiv:2409.12191', 'arxiv:2308.12966', 'base_model:Qwen/Qwen2-VL-7B', 'base_model:finetune:Qwen/Qwen2-VL-7B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-08-28 09:03:13+00:00,apache-2.0,,,,['Qwen/Qwen2-VL-7B'],['en']
llava-hf/llava-onevision-qwen2-0.5b-ov-hf,1097361,image-text-to-text,893675552.0,"['transformers', 'onnx', 'safetensors', 'llava_onevision', 'image-text-to-text', 'vision', 'transformers.js', 'conversational', 'en', 'zh', 'dataset:lmms-lab/LLaVA-OneVision-Data', 'arxiv:2408.03326', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-08-13 08:28:18+00:00,apache-2.0,['lmms-lab/LLaVA-OneVision-Data'],,,,"['en', 'zh']"
liuhaotian/llava-v1.5-7b,923306,image-text-to-text,7000000000.0,"['transformers', 'pytorch', 'llava', 'text-generation', 'image-text-to-text', 'autotrain_compatible', 'region:us']",2023-10-05 18:25:51+00:00,,,,,,
Qwen/Qwen2-VL-2B-Instruct,908564,image-text-to-text,2208985600.0,"['transformers', 'safetensors', 'qwen2_vl', 'image-text-to-text', 'multimodal', 'conversational', 'en', 'arxiv:2409.12191', 'arxiv:2308.12966', 'base_model:Qwen/Qwen2-VL-2B', 'base_model:finetune:Qwen/Qwen2-VL-2B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2024-08-28 09:02:15+00:00,apache-2.0,,,,['Qwen/Qwen2-VL-2B'],['en']
llava-hf/llava-1.5-7b-hf,745769,image-text-to-text,7063427072.0,"['transformers', 'safetensors', 'llava', 'image-text-to-text', 'vision', 'conversational', 'en', 'dataset:liuhaotian/LLaVA-Instruct-150K', 'license:llama2', 'endpoints_compatible', 'region:us']",2023-12-05 09:31:24+00:00,llama2,['liuhaotian/LLaVA-Instruct-150K'],,,,['en']
microsoft/trocr-small-handwritten,620606,image-to-text,,"['transformers', 'pytorch', 'vision-encoder-decoder', 'image-text-to-text', 'trocr', 'image-to-text', 'arxiv:2109.10282', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,
google/gemma-3-27b-it,615940,image-text-to-text,27432406640.0,"['transformers', 'safetensors', 'gemma3', 'image-text-to-text', 'conversational', 'arxiv:1905.07830', 'arxiv:1905.10044', 'arxiv:1911.11641', 'arxiv:1904.09728', 'arxiv:1705.03551', 'arxiv:1911.01547', 'arxiv:1907.10641', 'arxiv:1903.00161', 'arxiv:2009.03300', 'arxiv:2304.06364', 'arxiv:2103.03874', 'arxiv:2110.14168', 'arxiv:2311.12022', 'arxiv:2108.07732', 'arxiv:2107.03374', 'arxiv:2210.03057', 'arxiv:2106.03193', 'arxiv:1910.11856', 'arxiv:2502.12404', 'arxiv:2502.21228', 'arxiv:2404.16816', 'arxiv:2104.12756', 'arxiv:2311.16502', 'arxiv:2203.10244', 'arxiv:2404.12390', 'arxiv:1810.12440', 'arxiv:1908.02660', 'arxiv:2312.11805', 'base_model:google/gemma-3-27b-pt', 'base_model:finetune:google/gemma-3-27b-pt', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",2025-03-01 19:10:19+00:00,gemma,,,,google/gemma-3-27b-pt,
